,compound0,compound1,similarity
25590,DB00401,DB01193,0.3429
25591,DB00401,DB01194,0.2044
25592,DB00401,DB01195,0.2105
25593,DB00401,DB01198,0.2368
25594,DB00401,DB01204,0.1818
25595,DB00401,DB01205,0.3235
25596,DB00401,DB01215,0.2336
25597,DB00401,DB01217,0.1778
25598,DB00401,DB01220,0.2533
25599,DB00401,DB01221,0.25
25600,DB00401,DB01223,0.2208
25601,DB00401,DB01224,0.2194
25602,DB00401,DB01232,0.2535
25603,DB00401,DB01233,0.2326
25604,DB00401,DB01236,0.0577
25605,DB00401,DB01238,0.2222
25606,DB00401,DB01240,0.1103
25607,DB00401,DB01241,0.3089
25608,DB00401,DB01242,0.2609
25609,DB00401,DB01254,0.2485
25610,DB00401,DB01263,0.1802
25611,DB00401,DB01264,0.2967
25612,DB00401,DB01267,0.1951
25613,DB00401,DB01268,0.3097
25614,DB00401,DB01275,0.2364
25615,DB00401,DB01291,0.2
25616,DB00401,DB01410,0.25
25617,DB00401,DB01589,0.2361
25618,DB00401,DB01595,0.3704
25619,DB00401,DB01609,0.2452
25620,DB00401,DB01610,0.2797
25621,DB00401,DB01611,0.2143
25622,DB00401,DB05271,0.2158
25623,DB00401,DB06700,0.1875
25624,DB00401,DB06701,0.3387
25625,DB00404,DB00407,0.0081
25626,DB00404,DB00408,0.5038
25627,DB00404,DB00411,0.0222
25628,DB00404,DB00419,0.0577
25629,DB00404,DB00423,0.2342
25630,DB00404,DB00425,0.3438
25631,DB00404,DB00426,0.1562
25632,DB00404,DB00433,0.438
25633,DB00404,DB00435,0.0
25634,DB00404,DB00440,0.2295
25635,DB00404,DB00446,0.188
25636,DB00404,DB00448,0.3433
25637,DB00404,DB00450,0.3448
25638,DB00404,DB00454,0.2957
25639,DB00404,DB00455,0.3944
25640,DB00404,DB00457,0.2778
25641,DB00404,DB00458,0.4
25642,DB00404,DB00461,0.2857
25643,DB00404,DB00465,0.3729
25644,DB00404,DB00472,0.3492
25645,DB00404,DB00475,0.6129
25646,DB00404,DB00477,0.4677
25647,DB00404,DB00480,0.2564
25648,DB00404,DB00481,0.2822
25649,DB00404,DB00482,0.3556
25650,DB00404,DB00484,0.2807
25651,DB00404,DB00489,0.1964
25652,DB00404,DB00490,0.1507
25653,DB00404,DB00493,0.137
25654,DB00404,DB00499,0.177
25655,DB00404,DB00501,0.1071
25656,DB00404,DB00502,0.3188
25657,DB00404,DB00509,0.1875
25658,DB00404,DB00512,0.1471
25659,DB00404,DB00513,0.0
25660,DB00404,DB00524,0.4186
25661,DB00404,DB00529,0.0
25662,DB00404,DB00530,0.2838
25663,DB00404,DB00531,0.0388
25664,DB00404,DB00537,0.1985
25665,DB00404,DB00540,0.4065
25666,DB00404,DB00541,0.2241
25667,DB00404,DB00543,0.4961
25668,DB00404,DB00544,0.0909
25669,DB00404,DB00545,0.1616
25670,DB00404,DB00548,0.0
25671,DB00404,DB00549,0.3111
25672,DB00404,DB00550,0.1277
25673,DB00404,DB00552,0.1356
25674,DB00404,DB00555,0.3704
25675,DB00404,DB00557,0.3857
25676,DB00404,DB00559,0.3218
25677,DB00404,DB00564,0.3966
25678,DB00404,DB00571,0.339
25679,DB00404,DB00575,0.2885
25680,DB00404,DB00582,0.2985
25681,DB00404,DB00586,0.3932
25682,DB00404,DB00590,0.3145
25683,DB00404,DB00593,0.0889
25684,DB00404,DB00596,0.1053
25685,DB00404,DB00598,0.3664
25686,DB00404,DB00603,0.0714
25687,DB00404,DB00605,0.3308
25688,DB00404,DB00608,0.3175
25689,DB00404,DB00612,0.1719
25690,DB00404,DB00619,0.3488
25691,DB00404,DB00621,0.048
25692,DB00404,DB00622,0.3478
25693,DB00404,DB00623,0.32
25694,DB00404,DB00627,0.1798
25695,DB00404,DB00630,0.0
25696,DB00404,DB00631,0.1849
25697,DB00404,DB00632,0.0153
25698,DB00404,DB00642,0.2267
25699,DB00404,DB00648,0.4211
25700,DB00404,DB00656,0.3857
25701,DB00404,DB00659,0.0217
25702,DB00404,DB00661,0.2323
25703,DB00404,DB00669,0.2017
25704,DB00404,DB00672,0.2727
25705,DB00404,DB00673,0.2771
25706,DB00404,DB00678,0.4371
25707,DB00404,DB00683,0.7231
25708,DB00404,DB00690,0.5857
25709,DB00404,DB00695,0.2479
25710,DB00404,DB00697,0.2883
25711,DB00404,DB00700,0.0811
25712,DB00404,DB00708,0.3099
25713,DB00404,DB00710,0.0179
25714,DB00404,DB00712,0.4912
25715,DB00404,DB00718,0.1282
25716,DB00404,DB00724,0.3478
25717,DB00404,DB00726,0.3937
25718,DB00404,DB00727,0.0
25719,DB00404,DB00731,0.25
25720,DB00404,DB00734,0.2649
25721,DB00404,DB00736,0.2748
25722,DB00404,DB00737,0.4384
25723,DB00404,DB00740,0.2095
25724,DB00404,DB00742,0.0
25725,DB00404,DB00745,0.339
25726,DB00404,DB00746,0.0117
25727,DB00404,DB00747,0.2677
25728,DB00404,DB00749,0.2114
25729,DB00404,DB00753,0.0227
25730,DB00404,DB00761,0.0
25731,DB00404,DB00763,0.1205
25732,DB00404,DB00776,0.4407
25733,DB00404,DB00780,0.3011
25734,DB00404,DB00784,0.4035
25735,DB00404,DB00787,0.1468
25736,DB00404,DB00794,0.3303
25737,DB00404,DB00796,0.4
25738,DB00404,DB00798,0.0261
25739,DB00404,DB00799,0.2815
25740,DB00404,DB00802,0.2685
25741,DB00404,DB00804,0.0315
25742,DB00404,DB00806,0.1356
25743,DB00404,DB00808,0.4154
25744,DB00404,DB00809,0.3548
25745,DB00404,DB00813,0.3358
25746,DB00404,DB00818,0.2041
25747,DB00404,DB00819,0.1429
25748,DB00404,DB00820,0.3514
25749,DB00404,DB00822,0.0189
25750,DB00404,DB00829,0.7934
25751,DB00404,DB00836,0.3602
25752,DB00404,DB00841,0.2857
25753,DB00404,DB00842,0.6281
25754,DB00404,DB00843,0.3586
25755,DB00404,DB00850,0.4056
25756,DB00404,DB00853,0.1961
25757,DB00404,DB00861,0.3363
25758,DB00404,DB00862,0.2516
25759,DB00404,DB00864,0.0913
25760,DB00404,DB00869,0.1228
25761,DB00404,DB00877,0.1411
25762,DB00404,DB00879,0.1296
25763,DB00404,DB00880,0.2018
25764,DB00404,DB00884,0.1481
25765,DB00404,DB00887,0.3308
25766,DB00404,DB00889,0.2615
25767,DB00404,DB00897,0.8615
25768,DB00404,DB00903,0.193
25769,DB00404,DB00904,0.378
25770,DB00404,DB00905,0.2148
25771,DB00404,DB00909,0.2718
25772,DB00404,DB00910,0.0548
25773,DB00404,DB00915,0.0208
25774,DB00404,DB00916,0.1667
25775,DB00404,DB00918,0.2171
25776,DB00404,DB00920,0.375
25777,DB00404,DB00924,0.384
25778,DB00404,DB00934,0.3651
25779,DB00404,DB00938,0.3046
25780,DB00404,DB00945,0.2626
25781,DB00404,DB00947,0.1236
25782,DB00404,DB00950,0.2959
25783,DB00404,DB00951,0.1739
25784,DB00404,DB00952,0.2171
25785,DB00404,DB00953,0.2787
25786,DB00404,DB00958,0.0625
25787,DB00404,DB00960,0.2261
25788,DB00404,DB00962,0.3566
25789,DB00404,DB00966,0.3636
25790,DB00404,DB00967,0.4031
25791,DB00404,DB00969,0.3622
25792,DB00404,DB00970,0.1053
25793,DB00404,DB00972,0.4225
25794,DB00404,DB00973,0.2685
25795,DB00404,DB00975,0.131
25796,DB00404,DB00983,0.2687
25797,DB00404,DB00990,0.144
25798,DB00404,DB00991,0.4219
25799,DB00404,DB00993,0.2203
25800,DB00404,DB00996,0.0206
25801,DB00404,DB00998,0.2261
25802,DB00404,DB00999,0.1835
25803,DB00404,DB01001,0.1835
25804,DB00404,DB01003,0.2767
25805,DB00404,DB01004,0.1404
25806,DB00404,DB01005,0.0
25807,DB00404,DB01006,0.2969
25808,DB00404,DB01007,0.3692
25809,DB00404,DB01008,0.02
25810,DB00404,DB01009,0.3932
25811,DB00404,DB01016,0.3057
25812,DB00404,DB01019,0.022
25813,DB00404,DB01020,0.02
25814,DB00404,DB01023,0.2595
25815,DB00404,DB01029,0.4051
25816,DB00404,DB01032,0.1913
25817,DB00404,DB01033,0.1505
25818,DB00404,DB01035,0.1982
25819,DB00404,DB01039,0.3182
25820,DB00404,DB01041,0.3248
25821,DB00404,DB01042,0.1897
25822,DB00404,DB01043,0.04
25823,DB00404,DB01044,0.1884
25824,DB00404,DB01045,0.1435
25825,DB00404,DB01048,0.1935
25826,DB00404,DB01050,0.2115
25827,DB00404,DB01059,0.2188
25828,DB00404,DB01062,0.2319
25829,DB00404,DB01067,0.25
25830,DB00404,DB01068,0.5079
25831,DB00404,DB01069,0.3967
25832,DB00404,DB01072,0.2451
25833,DB00404,DB01077,0.0225
25834,DB00404,DB01097,0.2759
25835,DB00404,DB01101,0.1061
25836,DB00404,DB01105,0.2783
25837,DB00404,DB01110,0.3852
25838,DB00404,DB01114,0.4068
25839,DB00404,DB01115,0.2748
25840,DB00404,DB01117,0.4203
25841,DB00404,DB01118,0.2781
25842,DB00404,DB01124,0.2124
25843,DB00404,DB01126,0.1697
25844,DB00404,DB01127,0.3759
25845,DB00404,DB01128,0.2553
25846,DB00404,DB01129,0.3382
25847,DB00404,DB01132,0.2794
25848,DB00404,DB01136,0.3289
25849,DB00404,DB01140,0.2576
25850,DB00404,DB01143,0.0
25851,DB00404,DB01149,0.4
25852,DB00404,DB01151,0.4065
25853,DB00404,DB01156,0.283
25854,DB00404,DB01162,0.1944
25855,DB00404,DB01165,0.1912
25856,DB00404,DB01173,0.3802
25857,DB00404,DB01181,0.0583
25858,DB00404,DB01182,0.3235
25859,DB00404,DB01188,0.1887
25860,DB00404,DB01189,0.0
25861,DB00404,DB01193,0.155
25862,DB00404,DB01194,0.127
25863,DB00404,DB01195,0.1418
25864,DB00404,DB01198,0.3121
25865,DB00404,DB01204,0.1948
25866,DB00404,DB01205,0.32
25867,DB00404,DB01215,0.8254
25868,DB00404,DB01217,0.2097
25869,DB00404,DB01220,0.1927
25870,DB00404,DB01221,0.3119
25871,DB00404,DB01223,0.1818
25872,DB00404,DB01224,0.3611
25873,DB00404,DB01232,0.2574
25874,DB00404,DB01233,0.1695
25875,DB00404,DB01236,0.0
25876,DB00404,DB01238,0.3179
25877,DB00404,DB01240,0.0448
25878,DB00404,DB01241,0.1964
25879,DB00404,DB01242,0.4724
25880,DB00404,DB01254,0.3165
25881,DB00404,DB01263,0.2464
25882,DB00404,DB01264,0.269
25883,DB00404,DB01267,0.2484
25884,DB00404,DB01268,0.2222
25885,DB00404,DB01275,0.3434
25886,DB00404,DB01291,0.1651
25887,DB00404,DB01410,0.0809
25888,DB00404,DB01589,0.6015
25889,DB00404,DB01595,0.5968
25890,DB00404,DB01609,0.3889
25891,DB00404,DB01610,0.1364
25892,DB00404,DB01611,0.3101
25893,DB00404,DB05271,0.2656
25894,DB00404,DB06700,0.2051
25895,DB00404,DB06701,0.2832
25896,DB00407,DB00408,0.016
25897,DB00407,DB00411,0.067
25898,DB00407,DB00419,0.1614
25899,DB00407,DB00423,0.087
25900,DB00407,DB00425,0.0405
25901,DB00407,DB00426,0.0972
25902,DB00407,DB00433,0.0234
25903,DB00407,DB00435,0.0108
25904,DB00407,DB00440,0.0415
25905,DB00407,DB00446,0.0763
25906,DB00407,DB00448,0.0395
25907,DB00407,DB00450,0.0455
25908,DB00407,DB00454,0.0513
25909,DB00407,DB00455,0.046
25910,DB00407,DB00457,0.0532
25911,DB00407,DB00458,0.0246
25912,DB00407,DB00461,0.0693
25913,DB00407,DB00465,0.0844
25914,DB00407,DB00472,0.0408
25915,DB00407,DB00475,0.0165
25916,DB00407,DB00477,0.0247
25917,DB00407,DB00480,0.0339
25918,DB00407,DB00481,0.0567
25919,DB00407,DB00482,0.0472
25920,DB00407,DB00484,0.0086
25921,DB00407,DB00489,0.0866
25922,DB00407,DB00490,0.0302
25923,DB00407,DB00493,0.1585
25924,DB00407,DB00499,0.0517
25925,DB00407,DB00501,0.0519
25926,DB00407,DB00502,0.0467
25927,DB00407,DB00509,0.0648
25928,DB00407,DB00512,0.3137
25929,DB00407,DB00513,0.0676
25930,DB00407,DB00524,0.0645
25931,DB00407,DB00529,0.0808
25932,DB00407,DB00530,0.0599
25933,DB00407,DB00531,0.036
25934,DB00407,DB00537,0.056
25935,DB00407,DB00540,0.0331
25936,DB00407,DB00541,0.1368
25937,DB00407,DB00543,0.0081
25938,DB00407,DB00544,0.0193
25939,DB00407,DB00545,0.0459
25940,DB00407,DB00548,0.1101
25941,DB00407,DB00549,0.1204
25942,DB00407,DB00550,0.0376
25943,DB00407,DB00552,0.135
25944,DB00407,DB00555,0.0
25945,DB00407,DB00557,0.0386
25946,DB00407,DB00559,0.0956
25947,DB00407,DB00564,0.0255
25948,DB00407,DB00571,0.0506
25949,DB00407,DB00575,0.009
25950,DB00407,DB00582,0.0237
25951,DB00407,DB00586,0.0593
25952,DB00407,DB00590,0.0647
25953,DB00407,DB00593,0.0383
25954,DB00407,DB00596,0.1328
25955,DB00407,DB00598,0.072
25956,DB00407,DB00603,0.1081
25957,DB00407,DB00605,0.0635
25958,DB00407,DB00608,0.0327
25959,DB00407,DB00612,0.0648
25960,DB00407,DB00619,0.0481
25961,DB00407,DB00621,0.0656
25962,DB00407,DB00622,0.0929
25963,DB00407,DB00623,0.0297
25964,DB00407,DB00627,0.0481
25965,DB00407,DB00630,0.0829
25966,DB00407,DB00631,0.1261
25967,DB00407,DB00632,0.04
25968,DB00407,DB00642,0.1264
25969,DB00407,DB00648,0.0
25970,DB00407,DB00656,0.0232
25971,DB00407,DB00659,0.1517
25972,DB00407,DB00661,0.0511
25973,DB00407,DB00669,0.0756
25974,DB00407,DB00672,0.1135
25975,DB00407,DB00673,0.0561
25976,DB00407,DB00678,0.037
25977,DB00407,DB00683,0.008
25978,DB00407,DB00690,0.0309
25979,DB00407,DB00695,0.1083
25980,DB00407,DB00697,0.0087
25981,DB00407,DB00700,0.0974
25982,DB00407,DB00708,0.0536
25983,DB00407,DB00710,0.0866
25984,DB00407,DB00712,0.0515
25985,DB00407,DB00718,0.1091
25986,DB00407,DB00724,0.0171
25987,DB00407,DB00726,0.0244
25988,DB00407,DB00727,0.0721
25989,DB00407,DB00731,0.1053
25990,DB00407,DB00734,0.0444
25991,DB00407,DB00736,0.04
25992,DB00407,DB00737,0.0151
25993,DB00407,DB00740,0.0089
25994,DB00407,DB00742,0.0845
25995,DB00407,DB00745,0.0422
25996,DB00407,DB00746,0.1379
25997,DB00407,DB00747,0.122
25998,DB00407,DB00749,0.0744
25999,DB00407,DB00753,0.0097
26000,DB00407,DB00761,0.0
26001,DB00407,DB00763,0.0099
26002,DB00407,DB00776,0.0338
26003,DB00407,DB00780,0.0283
26004,DB00407,DB00784,0.0601
26005,DB00407,DB00787,0.0526
26006,DB00407,DB00794,0.0351
26007,DB00407,DB00796,0.0645
26008,DB00407,DB00798,0.2574
26009,DB00407,DB00799,0.0472
26010,DB00407,DB00802,0.0597
26011,DB00407,DB00804,0.065
26012,DB00407,DB00806,0.0759
26013,DB00407,DB00808,0.0884
26014,DB00407,DB00809,0.0658
26015,DB00407,DB00813,0.0547
26016,DB00407,DB00818,0.0184
26017,DB00407,DB00819,0.1106
26018,DB00407,DB00820,0.0524
26019,DB00407,DB00822,0.0444
26020,DB00407,DB00829,0.0167
26021,DB00407,DB00836,0.05
26022,DB00407,DB00841,0.0571
26023,DB00407,DB00842,0.0333
26024,DB00407,DB00843,0.0606
26025,DB00407,DB00850,0.0305
26026,DB00407,DB00853,0.0452
26027,DB00407,DB00861,0.0517
26028,DB00407,DB00862,0.0719
26029,DB00407,DB00864,0.1893
26030,DB00407,DB00869,0.103
26031,DB00407,DB00877,0.1667
26032,DB00407,DB00879,0.0793
26033,DB00407,DB00880,0.0614
26034,DB00407,DB00884,0.0705
26035,DB00407,DB00887,0.119
26036,DB00407,DB00889,0.0723
26037,DB00407,DB00897,0.008
26038,DB00407,DB00903,0.1116
26039,DB00407,DB00904,0.0325
26040,DB00407,DB00905,0.1194
26041,DB00407,DB00909,0.0631
26042,DB00407,DB00910,0.0755
26043,DB00407,DB00915,0.0279
26044,DB00407,DB00916,0.0558
26045,DB00407,DB00918,0.0645
26046,DB00407,DB00920,0.0162
26047,DB00407,DB00924,0.0246
26048,DB00407,DB00934,0.0408
26049,DB00407,DB00938,0.0593
26050,DB00407,DB00945,0.1009
26051,DB00407,DB00947,0.0808
26052,DB00407,DB00950,0.0764
26053,DB00407,DB00951,0.0379
26054,DB00407,DB00952,0.0806
26055,DB00407,DB00953,0.0249
26056,DB00407,DB00958,0.0372
26057,DB00407,DB00960,0.0513
26058,DB00407,DB00962,0.0484
26059,DB00407,DB00966,0.0542
26060,DB00407,DB00967,0.0
26061,DB00407,DB00969,0.0244
26062,DB00407,DB00970,0.1608
26063,DB00407,DB00972,0.0307
26064,DB00407,DB00973,0.0522
26065,DB00407,DB00975,0.0488
26066,DB00407,DB00983,0.0711
26067,DB00407,DB00990,0.0492
26068,DB00407,DB00991,0.0648
26069,DB00407,DB00993,0.0169
26070,DB00407,DB00996,0.0648
26071,DB00407,DB00998,0.0513
26072,DB00407,DB00999,0.0614
26073,DB00407,DB01001,0.0702
26074,DB00407,DB01003,0.1367
26075,DB00407,DB01004,0.0601
26076,DB00407,DB01005,0.0515
26077,DB00407,DB01006,0.0
26078,DB00407,DB01007,0.0241
26079,DB00407,DB01008,0.1461
26080,DB00407,DB01009,0.0763
26081,DB00407,DB01016,0.1377
26082,DB00407,DB01019,0.0571
26083,DB00407,DB01020,0.0913
26084,DB00407,DB01023,0.088
26085,DB00407,DB01029,0.0289
26086,DB00407,DB01032,0.1111
26087,DB00407,DB01033,0.0
26088,DB00407,DB01035,0.0609
26089,DB00407,DB01039,0.0717
26090,DB00407,DB01041,0.0424
26091,DB00407,DB01042,0.0596
26092,DB00407,DB01043,0.0183
26093,DB00407,DB01044,0.0778
26094,DB00407,DB01045,0.1696
26095,DB00407,DB01048,0.0658
26096,DB00407,DB01050,0.0628
26097,DB00407,DB01059,0.0648
26098,DB00407,DB01062,0.07
26099,DB00407,DB01067,0.1328
26100,DB00407,DB01068,0.0163
26101,DB00407,DB01069,0.0167
26102,DB00407,DB01072,0.1115
26103,DB00407,DB01077,0.0769
26104,DB00407,DB01097,0.0511
26105,DB00407,DB01101,0.1673
26106,DB00407,DB01105,0.0171
26107,DB00407,DB01110,0.0236
26108,DB00407,DB01114,0.0253
26109,DB00407,DB01115,0.088
26110,DB00407,DB01117,0.0389
26111,DB00407,DB01118,0.0593
26112,DB00407,DB01124,0.1121
26113,DB00407,DB01126,0.0775
26114,DB00407,DB01127,0.0238
26115,DB00407,DB01128,0.0923
26116,DB00407,DB01129,0.0471
26117,DB00407,DB01132,0.0549
26118,DB00407,DB01136,0.059
26119,DB00407,DB01140,0.1195
26120,DB00407,DB01143,0.0558
26121,DB00407,DB01149,0.0358
26122,DB00407,DB01151,0.0331
26123,DB00407,DB01156,0.0444
26124,DB00407,DB01162,0.0608
26125,DB00407,DB01165,0.0706
26126,DB00407,DB01173,0.0333
26127,DB00407,DB01181,0.045
26128,DB00407,DB01182,0.0706
26129,DB00407,DB01188,0.0356
26130,DB00407,DB01189,0.0097
26131,DB00407,DB01193,0.1129
26132,DB00407,DB01194,0.1061
26133,DB00407,DB01195,0.0692
26134,DB00407,DB01198,0.0538
26135,DB00407,DB01204,0.0806
26136,DB00407,DB01205,0.0574
26137,DB00407,DB01215,0.0
26138,DB00407,DB01217,0.0165
26139,DB00407,DB01220,0.1662
26140,DB00407,DB01221,0.0263
26141,DB00407,DB01223,0.0534
26142,DB00407,DB01224,0.038
26143,DB00407,DB01232,0.1184
26144,DB00407,DB01233,0.0675
26145,DB00407,DB01236,0.0189
26146,DB00407,DB01238,0.0296
26147,DB00407,DB01240,0.1265
26148,DB00407,DB01241,0.0779
26149,DB00407,DB01242,0.0244
26150,DB00407,DB01254,0.0722
26151,DB00407,DB01263,0.0545
26152,DB00407,DB01264,0.131
26153,DB00407,DB01267,0.0662
26154,DB00407,DB01268,0.0608
26155,DB00407,DB01275,0.0092
26156,DB00407,DB01291,0.0702
26157,DB00407,DB01410,0.1507
26158,DB00407,DB01589,0.0079
26159,DB00407,DB01595,0.0165
26160,DB00407,DB01609,0.0532
26161,DB00407,DB01610,0.0876
26162,DB00407,DB01611,0.0484
26163,DB00407,DB05271,0.0405
26164,DB00407,DB06700,0.0339
26165,DB00407,DB06701,0.0517
26166,DB00408,DB00411,0.0215
26167,DB00408,DB00419,0.0561
26168,DB00408,DB00423,0.2281
26169,DB00408,DB00425,0.3053
26170,DB00408,DB00426,0.1221
26171,DB00408,DB00433,0.6
26172,DB00408,DB00435,0.0
26173,DB00408,DB00440,0.192
26174,DB00408,DB00446,0.1833
26175,DB00408,DB00448,0.3066
26176,DB00408,DB00450,0.3649
26177,DB00408,DB00454,0.3898
26178,DB00408,DB00455,0.4414
26179,DB00408,DB00457,0.4082
26180,DB00408,DB00458,0.3594
26181,DB00408,DB00461,0.2783
26182,DB00408,DB00465,0.3636
26183,DB00408,DB00472,0.2946
26184,DB00408,DB00475,0.5354
26185,DB00408,DB00477,0.4409
26186,DB00408,DB00480,0.2833
26187,DB00408,DB00481,0.3012
26188,DB00408,DB00482,0.3043
26189,DB00408,DB00484,0.2393
26190,DB00408,DB00489,0.1913
26191,DB00408,DB00490,0.2819
26192,DB00408,DB00493,0.1342
26193,DB00408,DB00499,0.1724
26194,DB00408,DB00501,0.087
26195,DB00408,DB00502,0.3688
26196,DB00408,DB00509,0.1679
26197,DB00408,DB00512,0.1691
26198,DB00408,DB00513,0.0
26199,DB00408,DB00524,0.3636
26200,DB00408,DB00529,0.0
26201,DB00408,DB00530,0.2517
26202,DB00408,DB00531,0.0943
26203,DB00408,DB00537,0.2836
26204,DB00408,DB00540,0.381
26205,DB00408,DB00541,0.2468
26206,DB00408,DB00543,0.8485
26207,DB00408,DB00544,0.0879
26208,DB00408,DB00545,0.1569
26209,DB00408,DB00548,0.0
26210,DB00408,DB00549,0.3169
26211,DB00408,DB00550,0.1237
26212,DB00408,DB00552,0.1488
26213,DB00408,DB00555,0.2883
26214,DB00408,DB00557,0.4476
26215,DB00408,DB00559,0.2599
26216,DB00408,DB00564,0.3361
26217,DB00408,DB00571,0.314
26218,DB00408,DB00575,0.2804
26219,DB00408,DB00582,0.2628
26220,DB00408,DB00586,0.3667
26221,DB00408,DB00590,0.4691
26222,DB00408,DB00593,0.086
26223,DB00408,DB00596,0.129
26224,DB00408,DB00598,0.3134
26225,DB00408,DB00603,0.1119
26226,DB00408,DB00605,0.2941
26227,DB00408,DB00608,0.3101
26228,DB00408,DB00612,0.1679
26229,DB00408,DB00619,0.4114
26230,DB00408,DB00621,0.1094
26231,DB00408,DB00622,0.2805
26232,DB00408,DB00623,0.4052
26233,DB00408,DB00627,0.1739
26234,DB00408,DB00630,0.0
26235,DB00408,DB00631,0.1639
26236,DB00408,DB00632,0.0149
26237,DB00408,DB00642,0.2092
26238,DB00408,DB00648,0.3932
26239,DB00408,DB00656,0.5035
26240,DB00408,DB00659,0.0211
26241,DB00408,DB00661,0.2278
26242,DB00408,DB00669,0.1967
26243,DB00408,DB00672,0.2655
26244,DB00408,DB00673,0.2959
26245,DB00408,DB00678,0.3506
26246,DB00408,DB00683,0.4962
26247,DB00408,DB00690,0.4615
26248,DB00408,DB00695,0.2581
26249,DB00408,DB00697,0.2456
26250,DB00408,DB00700,0.1325
26251,DB00408,DB00708,0.331
26252,DB00408,DB00710,0.0174
26253,DB00408,DB00712,0.3761
26254,DB00408,DB00718,0.1006
26255,DB00408,DB00724,0.322
26256,DB00408,DB00726,0.3538
26257,DB00408,DB00727,0.0
26258,DB00408,DB00731,0.2595
26259,DB00408,DB00734,0.3117
26260,DB00408,DB00736,0.2239
26261,DB00408,DB00737,0.4832
26262,DB00408,DB00740,0.2037
26263,DB00408,DB00742,0.0
26264,DB00408,DB00745,0.281
26265,DB00408,DB00746,0.0115
26266,DB00408,DB00747,0.2769
26267,DB00408,DB00749,0.2381
26268,DB00408,DB00753,0.022
26269,DB00408,DB00761,0.0
26270,DB00408,DB00763,0.1395
26271,DB00408,DB00776,0.3802
26272,DB00408,DB00780,0.25
26273,DB00408,DB00784,0.359
26274,DB00408,DB00787,0.125
26275,DB00408,DB00794,0.2857
26276,DB00408,DB00796,0.3067
26277,DB00408,DB00798,0.0769
26278,DB00408,DB00799,0.2899
26279,DB00408,DB00802,0.3026
26280,DB00408,DB00804,0.0769
26281,DB00408,DB00806,0.1653
26282,DB00408,DB00808,0.391
26283,DB00408,DB00809,0.2992
26284,DB00408,DB00813,0.3571
26285,DB00408,DB00818,0.198
26286,DB00408,DB00819,0.0792
26287,DB00408,DB00820,0.4371
26288,DB00408,DB00822,0.0183
26289,DB00408,DB00829,0.5484
26290,DB00408,DB00836,0.378
26291,DB00408,DB00841,0.2791
26292,DB00408,DB00842,0.4839
26293,DB00408,DB00843,0.3919
26294,DB00408,DB00850,0.4932
26295,DB00408,DB00853,0.1714
26296,DB00408,DB00861,0.3103
26297,DB00408,DB00862,0.3086
26298,DB00408,DB00864,0.1261
26299,DB00408,DB00869,0.1197
26300,DB00408,DB00877,0.1639
26301,DB00408,DB00879,0.1441
26302,DB00408,DB00880,0.1964
26303,DB00408,DB00884,0.1441
26304,DB00408,DB00887,0.2941
26305,DB00408,DB00889,0.3308
26306,DB00408,DB00897,0.4962
26307,DB00408,DB00903,0.188
26308,DB00408,DB00904,0.3846
26309,DB00408,DB00905,0.1842
26310,DB00408,DB00909,0.283
26311,DB00408,DB00910,0.094
26312,DB00408,DB00915,0.0808
26313,DB00408,DB00916,0.1212
26314,DB00408,DB00918,0.2879
26315,DB00408,DB00920,0.4733
26316,DB00408,DB00924,0.3438
26317,DB00408,DB00934,0.3411
26318,DB00408,DB00938,0.2597
26319,DB00408,DB00945,0.2549
26320,DB00408,DB00947,0.1547
26321,DB00408,DB00950,0.314
26322,DB00408,DB00951,0.1684
26323,DB00408,DB00952,0.3333
26324,DB00408,DB00953,0.256
26325,DB00408,DB00958,0.1212
26326,DB00408,DB00960,0.2203
26327,DB00408,DB00962,0.303
26328,DB00408,DB00966,0.3128
26329,DB00408,DB00967,0.4242
26330,DB00408,DB00969,0.3846
26331,DB00408,DB00970,0.1433
26332,DB00408,DB00972,0.5241
26333,DB00408,DB00973,0.2368
26334,DB00408,DB00975,0.2105
26335,DB00408,DB00983,0.2628
26336,DB00408,DB00990,0.1875
26337,DB00408,DB00991,0.3359
26338,DB00408,DB00993,0.1983
26339,DB00408,DB00996,0.08
26340,DB00408,DB00998,0.2542
26341,DB00408,DB00999,0.1786
26342,DB00408,DB01001,0.1786
26343,DB00408,DB01003,0.2593
26344,DB00408,DB01004,0.1197
26345,DB00408,DB01005,0.0
26346,DB00408,DB01006,0.2595
26347,DB00408,DB01007,0.3459
26348,DB00408,DB01008,0.0194
26349,DB00408,DB01009,0.3333
26350,DB00408,DB01016,0.3375
26351,DB00408,DB01019,0.0213
26352,DB00408,DB01020,0.0583
26353,DB00408,DB01023,0.2239
26354,DB00408,DB01029,0.3602
26355,DB00408,DB01032,0.1864
26356,DB00408,DB01033,0.125
26357,DB00408,DB01035,0.193
26358,DB00408,DB01039,0.2963
26359,DB00408,DB01041,0.3333
26360,DB00408,DB01042,0.1849
26361,DB00408,DB01043,0.0971
26362,DB00408,DB01044,0.2553
26363,DB00408,DB01045,0.2478
26364,DB00408,DB01048,0.189
26365,DB00408,DB01050,0.2056
26366,DB00408,DB01059,0.3053
26367,DB00408,DB01062,0.2411
26368,DB00408,DB01067,0.2581
26369,DB00408,DB01068,0.4186
26370,DB00408,DB01069,0.3387
26371,DB00408,DB01072,0.2029
