,compound0,compound1,similarity
24808,DB00398,DB00404,0.3137
24809,DB00398,DB00407,0.0735
24810,DB00398,DB00408,0.2821
24811,DB00398,DB00411,0.087
24812,DB00398,DB00419,0.0155
24813,DB00398,DB00423,0.1912
24814,DB00398,DB00425,0.3137
24815,DB00398,DB00426,0.1961
24816,DB00398,DB00433,0.2469
24817,DB00398,DB00435,0.0217
24818,DB00398,DB00440,0.2177
24819,DB00398,DB00446,0.2254
24820,DB00398,DB00448,0.3648
24821,DB00398,DB00450,0.3059
24822,DB00398,DB00454,0.1857
24823,DB00398,DB00455,0.3234
24824,DB00398,DB00457,0.2485
24825,DB00398,DB00458,0.2267
24826,DB00398,DB00461,0.3358
24827,DB00398,DB00465,0.2797
24828,DB00398,DB00472,0.4371
24829,DB00398,DB00475,0.3356
24830,DB00398,DB00477,0.2685
24831,DB00398,DB00480,0.1831
24832,DB00398,DB00481,0.3404
24833,DB00398,DB00482,0.4375
24834,DB00398,DB00484,0.2158
24835,DB00398,DB00489,0.2628
24836,DB00398,DB00490,0.1287
24837,DB00398,DB00493,0.1988
24838,DB00398,DB00499,0.4348
24839,DB00398,DB00501,0.1314
24840,DB00398,DB00502,0.3067
24841,DB00398,DB00509,0.2484
24842,DB00398,DB00512,0.2137
24843,DB00398,DB00513,0.0531
24844,DB00398,DB00524,0.2987
24845,DB00398,DB00529,0.0769
24846,DB00398,DB00530,0.2775
24847,DB00398,DB00531,0.0312
24848,DB00398,DB00537,0.2051
24849,DB00398,DB00540,0.2703
24850,DB00398,DB00541,0.2101
24851,DB00398,DB00543,0.2727
24852,DB00398,DB00544,0.1239
24853,DB00398,DB00545,0.1935
24854,DB00398,DB00548,0.0968
24855,DB00398,DB00549,0.3902
24856,DB00398,DB00550,0.1176
24857,DB00398,DB00552,0.0839
24858,DB00398,DB00555,0.2256
24859,DB00398,DB00557,0.2545
24860,DB00398,DB00559,0.3317
24861,DB00398,DB00564,0.2979
24862,DB00398,DB00571,0.2378
24863,DB00398,DB00575,0.2171
24864,DB00398,DB00582,0.2893
24865,DB00398,DB00586,0.3239
24866,DB00398,DB00590,0.25
24867,DB00398,DB00593,0.087
24868,DB00398,DB00596,0.1808
24869,DB00398,DB00598,0.2821
24870,DB00398,DB00603,0.1333
24871,DB00398,DB00605,0.3418
24872,DB00398,DB00608,0.2781
24873,DB00398,DB00612,0.2092
24874,DB00398,DB00619,0.4061
24875,DB00398,DB00621,0.04
24876,DB00398,DB00622,0.3118
24877,DB00398,DB00623,0.2857
24878,DB00398,DB00627,0.193
24879,DB00398,DB00630,0.0488
24880,DB00398,DB00631,0.1389
24881,DB00398,DB00632,0.0128
24882,DB00398,DB00642,0.2857
24883,DB00398,DB00648,0.3022
24884,DB00398,DB00656,0.2424
24885,DB00398,DB00659,0.1026
24886,DB00398,DB00661,0.2333
24887,DB00398,DB00669,0.2222
24888,DB00398,DB00672,0.2963
24889,DB00398,DB00673,0.3351
24890,DB00398,DB00678,0.2841
24891,DB00398,DB00683,0.3355
24892,DB00398,DB00690,0.303
24893,DB00398,DB00695,0.2877
24894,DB00398,DB00697,0.2206
24895,DB00398,DB00700,0.1156
24896,DB00398,DB00708,0.2156
24897,DB00398,DB00710,0.0584
24898,DB00398,DB00712,0.3165
24899,DB00398,DB00718,0.1768
24900,DB00398,DB00724,0.2143
24901,DB00398,DB00726,0.2237
24902,DB00398,DB00727,0.0469
24903,DB00398,DB00731,0.2092
24904,DB00398,DB00734,0.1932
24905,DB00398,DB00736,0.2692
24906,DB00398,DB00737,0.3041
24907,DB00398,DB00740,0.3231
24908,DB00398,DB00742,0.0
24909,DB00398,DB00745,0.2797
24910,DB00398,DB00746,0.0918
24911,DB00398,DB00747,0.1711
24912,DB00398,DB00749,0.1892
24913,DB00398,DB00753,0.1593
24914,DB00398,DB00761,0.0
24915,DB00398,DB00763,0.0741
24916,DB00398,DB00776,0.2937
24917,DB00398,DB00780,0.1525
24918,DB00398,DB00784,0.3022
24919,DB00398,DB00787,0.1343
24920,DB00398,DB00794,0.194
24921,DB00398,DB00796,0.3243
24922,DB00398,DB00798,0.0562
24923,DB00398,DB00799,0.2875
24924,DB00398,DB00802,0.1839
24925,DB00398,DB00804,0.0658
24926,DB00398,DB00806,0.1678
24927,DB00398,DB00808,0.3613
24928,DB00398,DB00809,0.2819
24929,DB00398,DB00813,0.2469
24930,DB00398,DB00818,0.1463
24931,DB00398,DB00819,0.1626
24932,DB00398,DB00820,0.2543
24933,DB00398,DB00822,0.0458
24934,DB00398,DB00829,0.3288
24935,DB00398,DB00836,0.3011
24936,DB00398,DB00841,0.2781
24937,DB00398,DB00842,0.3151
24938,DB00398,DB00843,0.2353
24939,DB00398,DB00850,0.2262
24940,DB00398,DB00853,0.1732
24941,DB00398,DB00861,0.3333
24942,DB00398,DB00862,0.1957
24943,DB00398,DB00864,0.0902
24944,DB00398,DB00869,0.1295
24945,DB00398,DB00877,0.1278
24946,DB00398,DB00879,0.1053
24947,DB00398,DB00880,0.2239
24948,DB00398,DB00884,0.1654
24949,DB00398,DB00887,0.3291
24950,DB00398,DB00889,0.2065
24951,DB00398,DB00897,0.3097
24952,DB00398,DB00903,0.259
24953,DB00398,DB00904,0.25
24954,DB00398,DB00905,0.1494
24955,DB00398,DB00909,0.1875
24956,DB00398,DB00910,0.0468
24957,DB00398,DB00915,0.0
24958,DB00398,DB00916,0.1157
24959,DB00398,DB00918,0.1818
24960,DB00398,DB00920,0.2353
24961,DB00398,DB00924,0.2667
24962,DB00398,DB00934,0.2517
24963,DB00398,DB00938,0.2159
24964,DB00398,DB00945,0.2581
24965,DB00398,DB00947,0.1773
24966,DB00398,DB00950,0.268
24967,DB00398,DB00951,0.2393
24968,DB00398,DB00952,0.2078
24969,DB00398,DB00953,0.2041
24970,DB00398,DB00958,0.0661
24971,DB00398,DB00960,0.2
24972,DB00398,DB00962,0.3117
24973,DB00398,DB00966,0.3085
24974,DB00398,DB00967,0.2857
24975,DB00398,DB00969,0.2368
24976,DB00398,DB00970,0.1337
24977,DB00398,DB00972,0.2994
24978,DB00398,DB00973,0.3103
24979,DB00398,DB00975,0.0725
24980,DB00398,DB00983,0.3396
24981,DB00398,DB00990,0.1333
24982,DB00398,DB00991,0.3007
24983,DB00398,DB00993,0.1678
24984,DB00398,DB00996,0.0492
24985,DB00398,DB00998,0.2429
24986,DB00398,DB00999,0.194
24987,DB00398,DB01001,0.1791
24988,DB00398,DB01003,0.3043
24989,DB00398,DB01004,0.1295
24990,DB00398,DB01005,0.08
24991,DB00398,DB01006,0.2876
24992,DB00398,DB01007,0.2968
24993,DB00398,DB01008,0.064
24994,DB00398,DB01009,0.338
24995,DB00398,DB01016,0.3736
24996,DB00398,DB01019,0.0862
24997,DB00398,DB01020,0.032
24998,DB00398,DB01023,0.2949
24999,DB00398,DB01029,0.2623
25000,DB00398,DB01032,0.2143
25001,DB00398,DB01033,0.1186
25002,DB00398,DB01035,0.2353
25003,DB00398,DB01039,0.4204
25004,DB00398,DB01041,0.1972
25005,DB00398,DB01042,0.1986
25006,DB00398,DB01043,0.016
25007,DB00398,DB01044,0.2086
25008,DB00398,DB01045,0.1452
25009,DB00398,DB01048,0.1342
25010,DB00398,DB01050,0.2171
25011,DB00398,DB01059,0.2222
25012,DB00398,DB01062,0.1718
25013,DB00398,DB01067,0.3277
25014,DB00398,DB01068,0.3311
25015,DB00398,DB01069,0.2329
25016,DB00398,DB01072,0.3144
25017,DB00398,DB01077,0.0702
25018,DB00398,DB01097,0.4681
25019,DB00398,DB01101,0.1783
25020,DB00398,DB01105,0.1857
25021,DB00398,DB01110,0.3375
25022,DB00398,DB01114,0.3077
25023,DB00398,DB01115,0.2564
25024,DB00398,DB01117,0.3067
25025,DB00398,DB01118,0.25
25026,DB00398,DB01124,0.2609
25027,DB00398,DB01126,0.3053
25028,DB00398,DB01127,0.3544
25029,DB00398,DB01128,0.4819
25030,DB00398,DB01129,0.2733
25031,DB00398,DB01132,0.3478
25032,DB00398,DB01136,0.2938
25033,DB00398,DB01140,0.2675
25034,DB00398,DB01143,0.0331
25035,DB00398,DB01149,0.2811
25036,DB00398,DB01151,0.2568
25037,DB00398,DB01156,0.2595
25038,DB00398,DB01162,0.1893
25039,DB00398,DB01165,0.1988
25040,DB00398,DB01173,0.2466
25041,DB00398,DB01181,0.0469
25042,DB00398,DB01182,0.2733
25043,DB00398,DB01188,0.1374
25044,DB00398,DB01189,0.1416
25045,DB00398,DB01193,0.2987
25046,DB00398,DB01194,0.1325
25047,DB00398,DB01195,0.2892
25048,DB00398,DB01198,0.2771
25049,DB00398,DB01204,0.2235
25050,DB00398,DB01205,0.2933
25051,DB00398,DB01215,0.3046
25052,DB00398,DB01217,0.1745
25053,DB00398,DB01220,0.1975
25054,DB00398,DB01221,0.2388
25055,DB00398,DB01223,0.1667
25056,DB00398,DB01224,0.2249
25057,DB00398,DB01232,0.2996
25058,DB00398,DB01233,0.2517
25059,DB00398,DB01236,0.1356
25060,DB00398,DB01238,0.2841
25061,DB00398,DB01240,0.0629
25062,DB00398,DB01241,0.219
25063,DB00398,DB01242,0.2632
25064,DB00398,DB01254,0.306
25065,DB00398,DB01263,0.2881
25066,DB00398,DB01264,0.2551
25067,DB00398,DB01267,0.191
25068,DB00398,DB01268,0.2485
25069,DB00398,DB01275,0.1935
25070,DB00398,DB01291,0.1642
25071,DB00398,DB01410,0.1313
25072,DB00398,DB01589,0.3671
25073,DB00398,DB01595,0.2953
25074,DB00398,DB01609,0.3314
25075,DB00398,DB01610,0.1656
25076,DB00398,DB01611,0.2727
25077,DB00398,DB05271,0.183
25078,DB00398,DB06700,0.1549
25079,DB00398,DB06701,0.1884
25080,DB00399,DB00401,0.1034
25081,DB00399,DB00404,0.0952
25082,DB00399,DB00407,0.0714
25083,DB00399,DB00408,0.0926
25084,DB00399,DB00411,0.0597
25085,DB00399,DB00419,0.1481
25086,DB00399,DB00423,0.1364
25087,DB00399,DB00425,0.1333
25088,DB00399,DB00426,0.1524
25089,DB00399,DB00433,0.0877
25090,DB00399,DB00435,0.0455
25091,DB00399,DB00440,0.101
25092,DB00399,DB00446,0.1702
25093,DB00399,DB00448,0.1441
25094,DB00399,DB00450,0.1148
25095,DB00399,DB00454,0.1304
25096,DB00399,DB00455,0.1345
25097,DB00399,DB00457,0.0992
25098,DB00399,DB00458,0.098
25099,DB00399,DB00461,0.1124
25100,DB00399,DB00465,0.1474
25101,DB00399,DB00472,0.0971
25102,DB00399,DB00475,0.0792
25103,DB00399,DB00477,0.099
25104,DB00399,DB00480,0.1277
25105,DB00399,DB00481,0.1143
25106,DB00399,DB00482,0.1429
25107,DB00399,DB00484,0.1099
25108,DB00399,DB00489,0.1573
25109,DB00399,DB00490,0.1463
25110,DB00399,DB00493,0.1138
25111,DB00399,DB00499,0.1333
25112,DB00399,DB00501,0.0674
25113,DB00399,DB00502,0.1217
25114,DB00399,DB00509,0.1333
25115,DB00399,DB00512,0.0694
25116,DB00399,DB00513,0.0923
25117,DB00399,DB00524,0.1132
25118,DB00399,DB00529,0.3214
25119,DB00399,DB00530,0.08
25120,DB00399,DB00531,0.05
25121,DB00399,DB00537,0.1296
25122,DB00399,DB00540,0.08
25123,DB00399,DB00541,0.0861
25124,DB00399,DB00543,0.0943
25125,DB00399,DB00544,0.0923
25126,DB00399,DB00545,0.1053
25127,DB00399,DB00548,0.1316
25128,DB00399,DB00549,0.0892
25129,DB00399,DB00550,0.0845
25130,DB00399,DB00552,0.1895
25131,DB00399,DB00555,0.0941
25132,DB00399,DB00557,0.1026
25133,DB00399,DB00559,0.1325
25134,DB00399,DB00564,0.1075
25135,DB00399,DB00571,0.1053
25136,DB00399,DB00575,0.0988
25137,DB00399,DB00582,0.2162
25138,DB00399,DB00586,0.1277
25139,DB00399,DB00590,0.0882
25140,DB00399,DB00593,0.0896
25141,DB00399,DB00596,0.1085
25142,DB00399,DB00598,0.1296
25143,DB00399,DB00603,0.0513
25144,DB00399,DB00605,0.1273
25145,DB00399,DB00608,0.1165
25146,DB00399,DB00612,0.0952
25147,DB00399,DB00619,0.1208
25148,DB00399,DB00621,0.0392
25149,DB00399,DB00622,0.087
25150,DB00399,DB00623,0.1102
25151,DB00399,DB00627,0.2424
25152,DB00399,DB00630,0.6133
25153,DB00399,DB00631,0.1458
25154,DB00399,DB00632,0.037
25155,DB00399,DB00642,0.1417
25156,DB00399,DB00648,0.0659
25157,DB00399,DB00656,0.1368
25158,DB00399,DB00659,0.1159
25159,DB00399,DB00661,0.0758
25160,DB00399,DB00669,0.125
25161,DB00399,DB00672,0.1379
25162,DB00399,DB00673,0.1119
25163,DB00399,DB00678,0.1094
25164,DB00399,DB00683,0.0935
25165,DB00399,DB00690,0.1197
25166,DB00399,DB00695,0.1429
25167,DB00399,DB00697,0.0682
25168,DB00399,DB00700,0.048
25169,DB00399,DB00708,0.1008
25170,DB00399,DB00710,0.5169
25171,DB00399,DB00712,0.1099
25172,DB00399,DB00718,0.1654
25173,DB00399,DB00724,0.1522
25174,DB00399,DB00726,0.0962
25175,DB00399,DB00727,0.075
25176,DB00399,DB00731,0.1333
25177,DB00399,DB00734,0.1094
25178,DB00399,DB00736,0.1111
25179,DB00399,DB00737,0.0813
25180,DB00399,DB00740,0.122
25181,DB00399,DB00742,0.169
25182,DB00399,DB00745,0.1263
25183,DB00399,DB00746,0.0811
25184,DB00399,DB00747,0.1346
25185,DB00399,DB00749,0.12
25186,DB00399,DB00753,0.0308
25187,DB00399,DB00761,0.0
25188,DB00399,DB00763,0.1333
25189,DB00399,DB00776,0.1263
25190,DB00399,DB00780,0.1143
25191,DB00399,DB00784,0.1099
25192,DB00399,DB00787,0.1628
25193,DB00399,DB00794,0.1395
25194,DB00399,DB00796,0.1168
25195,DB00399,DB00798,0.0462
25196,DB00399,DB00799,0.1071
25197,DB00399,DB00802,0.127
25198,DB00399,DB00804,0.0385
25199,DB00399,DB00806,0.1474
25200,DB00399,DB00808,0.1121
25201,DB00399,DB00809,0.1782
25202,DB00399,DB00813,0.1053
25203,DB00399,DB00818,0.1067
25204,DB00399,DB00819,0.08
25205,DB00399,DB00820,0.096
25206,DB00399,DB00822,0.0241
25207,DB00399,DB00829,0.1224
25208,DB00399,DB00836,0.1159
25209,DB00399,DB00841,0.1359
25210,DB00399,DB00842,0.1224
25211,DB00399,DB00843,0.0984
25212,DB00399,DB00850,0.1
25213,DB00399,DB00853,0.1519
25214,DB00399,DB00861,0.1333
25215,DB00399,DB00862,0.1176
25216,DB00399,DB00864,0.0816
25217,DB00399,DB00869,0.0879
25218,DB00399,DB00877,0.0917
25219,DB00399,DB00879,0.1412
25220,DB00399,DB00880,0.1395
25221,DB00399,DB00884,0.6824
25222,DB00399,DB00887,0.1273
25223,DB00399,DB00889,0.1121
25224,DB00399,DB00897,0.0935
25225,DB00399,DB00903,0.1319
25226,DB00399,DB00904,0.1731
25227,DB00399,DB00905,0.127
25228,DB00399,DB00909,0.175
25229,DB00399,DB00910,0.0813
25230,DB00399,DB00915,0.0
25231,DB00399,DB00916,0.1644
25232,DB00399,DB00918,0.1321
25233,DB00399,DB00920,0.0952
25234,DB00399,DB00924,0.0784
25235,DB00399,DB00934,0.0777
25236,DB00399,DB00938,0.1094
25237,DB00399,DB00945,0.1579
25238,DB00399,DB00947,0.1032
25239,DB00399,DB00950,0.1507
25240,DB00399,DB00951,0.2029
25241,DB00399,DB00952,0.1321
25242,DB00399,DB00953,0.1616
25243,DB00399,DB00958,0.0548
25244,DB00399,DB00960,0.1087
25245,DB00399,DB00962,0.1509
25246,DB00399,DB00966,0.1046
25247,DB00399,DB00967,0.0943
25248,DB00399,DB00969,0.1346
25249,DB00399,DB00970,0.0427
25250,DB00399,DB00972,0.1176
25251,DB00399,DB00973,0.127
25252,DB00399,DB00975,0.0966
25253,DB00399,DB00983,0.1261
25254,DB00399,DB00990,0.098
25255,DB00399,DB00991,0.1333
25256,DB00399,DB00993,0.1474
25257,DB00399,DB00996,0.0811
25258,DB00399,DB00998,0.087
25259,DB00399,DB00999,0.093
25260,DB00399,DB01001,0.186
25261,DB00399,DB01003,0.1324
25262,DB00399,DB01004,0.1758
25263,DB00399,DB01005,0.0769
25264,DB00399,DB01006,0.1333
25265,DB00399,DB01007,0.2804
25266,DB00399,DB01008,0.0779
25267,DB00399,DB01009,0.1277
25268,DB00399,DB01016,0.0896
25269,DB00399,DB01019,0.0588
25270,DB00399,DB01020,0.0519
25271,DB00399,DB01023,0.1111
25272,DB00399,DB01029,0.1037
25273,DB00399,DB01032,0.1522
25274,DB00399,DB01033,0.0857
25275,DB00399,DB01035,0.1136
25276,DB00399,DB01039,0.1101
25277,DB00399,DB01041,0.1277
25278,DB00399,DB01042,0.129
25279,DB00399,DB01043,0.0
25280,DB00399,DB01044,0.1043
25281,DB00399,DB01045,0.11
25282,DB00399,DB01048,0.1584
25283,DB00399,DB01050,0.1481
25284,DB00399,DB01059,0.1524
25285,DB00399,DB01062,0.1391
25286,DB00399,DB01067,0.1085
25287,DB00399,DB01068,0.1165
25288,DB00399,DB01069,0.102
25289,DB00399,DB01072,0.1105
25290,DB00399,DB01077,0.5758
25291,DB00399,DB01097,0.129
25292,DB00399,DB01101,0.1468
25293,DB00399,DB01105,0.087
25294,DB00399,DB01110,0.2679
25295,DB00399,DB01114,0.1263
25296,DB00399,DB01115,0.0926
25297,DB00399,DB01117,0.1043
25298,DB00399,DB01118,0.0781
25299,DB00399,DB01124,0.1333
25300,DB00399,DB01126,0.0845
25301,DB00399,DB01127,0.2727
25302,DB00399,DB01128,0.1525
25303,DB00399,DB01129,0.1239
25304,DB00399,DB01132,0.1239
25305,DB00399,DB01136,0.0775
25306,DB00399,DB01140,0.1468
25307,DB00399,DB01143,0.2192
25308,DB00399,DB01149,0.1022
25309,DB00399,DB01151,0.1
25310,DB00399,DB01156,0.1205
25311,DB00399,DB01162,0.0826
25312,DB00399,DB01165,0.1062
25313,DB00399,DB01173,0.0816
25314,DB00399,DB01181,0.075
25315,DB00399,DB01182,0.1062
25316,DB00399,DB01188,0.1205
25317,DB00399,DB01189,0.0308
25318,DB00399,DB01193,0.1321
25319,DB00399,DB01194,0.0971
25320,DB00399,DB01195,0.1017
25321,DB00399,DB01198,0.1356
25322,DB00399,DB01204,0.1527
25323,DB00399,DB01205,0.1765
25324,DB00399,DB01215,0.1165
25325,DB00399,DB01217,0.1782
25326,DB00399,DB01220,0.1231
25327,DB00399,DB01221,0.093
25328,DB00399,DB01223,0.1167
25329,DB00399,DB01224,0.1157
25330,DB00399,DB01232,0.1117
25331,DB00399,DB01233,0.0842
25332,DB00399,DB01236,0.0571
25333,DB00399,DB01238,0.0938
25334,DB00399,DB01240,0.0901
25335,DB00399,DB01241,0.1573
25336,DB00399,DB01242,0.0962
25337,DB00399,DB01254,0.1185
25338,DB00399,DB01263,0.1064
25339,DB00399,DB01264,0.0946
25340,DB00399,DB01267,0.1231
25341,DB00399,DB01268,0.0992
25342,DB00399,DB01275,0.1053
25343,DB00399,DB01291,0.186
25344,DB00399,DB01410,0.0933
25345,DB00399,DB01589,0.1455
25346,DB00399,DB01595,0.1188
25347,DB00399,DB01609,0.1488
25348,DB00399,DB01610,0.1468
25349,DB00399,DB01611,0.1321
25350,DB00399,DB05271,0.0952
25351,DB00399,DB06700,0.1277
25352,DB00399,DB06701,0.0889
25353,DB00401,DB00404,0.259
25354,DB00401,DB00407,0.093
25355,DB00401,DB00408,0.2394
25356,DB00401,DB00411,0.1782
25357,DB00401,DB00419,0.0522
25358,DB00401,DB00423,0.377
25359,DB00401,DB00425,0.3165
25360,DB00401,DB00426,0.2734
25361,DB00401,DB00433,0.2297
25362,DB00401,DB00435,0.0256
25363,DB00401,DB00440,0.2406
25364,DB00401,DB00446,0.2969
25365,DB00401,DB00448,0.3034
25366,DB00401,DB00450,0.2821
25367,DB00401,DB00454,0.3016
25368,DB00401,DB00455,0.2614
25369,DB00401,DB00457,0.2581
25370,DB00401,DB00458,0.25
25371,DB00401,DB00461,0.2927
25372,DB00401,DB00465,0.3101
25373,DB00401,DB00472,0.2482
25374,DB00401,DB00475,0.2667
25375,DB00401,DB00477,0.2667
25376,DB00401,DB00480,0.2812
25377,DB00401,DB00481,0.1954
25378,DB00401,DB00482,0.2192
25379,DB00401,DB00484,0.192
25380,DB00401,DB00489,0.2764
25381,DB00401,DB00490,0.1274
25382,DB00401,DB00493,0.2675
25383,DB00401,DB00499,0.3871
25384,DB00401,DB00501,0.1463
25385,DB00401,DB00502,0.1879
25386,DB00401,DB00509,0.2302
25387,DB00401,DB00512,0.1937
25388,DB00401,DB00513,0.0808
25389,DB00401,DB00524,0.3429
25390,DB00401,DB00529,0.0889
25391,DB00401,DB00530,0.239
25392,DB00401,DB00531,0.0526
25393,DB00401,DB00537,0.2113
25394,DB00401,DB00540,0.2537
25395,DB00401,DB00541,0.2881
25396,DB00401,DB00543,0.2429
25397,DB00401,DB00544,0.1414
25398,DB00401,DB00545,0.2545
25399,DB00401,DB00548,0.1273
25400,DB00401,DB00549,0.3351
25401,DB00401,DB00550,0.1524
25402,DB00401,DB00552,0.1085
25403,DB00401,DB00555,0.2017
25404,DB00401,DB00557,0.2119
25405,DB00401,DB00559,0.2811
25406,DB00401,DB00564,0.2677
25407,DB00401,DB00571,0.3256
25408,DB00401,DB00575,0.1913
25409,DB00401,DB00582,0.2069
25410,DB00401,DB00586,0.2969
25411,DB00401,DB00590,0.2941
25412,DB00401,DB00593,0.1782
25413,DB00401,DB00596,0.2331
25414,DB00401,DB00598,0.2958
25415,DB00401,DB00603,0.2252
25416,DB00401,DB00605,0.2778
25417,DB00401,DB00608,0.2336
25418,DB00401,DB00612,0.2734
25419,DB00401,DB00619,0.2186
25420,DB00401,DB00621,0.0882
25421,DB00401,DB00622,0.6744
25422,DB00401,DB00623,0.1988
25423,DB00401,DB00627,0.2
25424,DB00401,DB00630,0.055
25425,DB00401,DB00631,0.1077
25426,DB00401,DB00632,0.0282
25427,DB00401,DB00642,0.2733
25428,DB00401,DB00648,0.24
25429,DB00401,DB00656,0.1987
25430,DB00401,DB00659,0.1359
25431,DB00401,DB00661,0.2892
25432,DB00401,DB00669,0.2615
25433,DB00401,DB00672,0.2479
25434,DB00401,DB00673,0.226
25435,DB00401,DB00678,0.2346
25436,DB00401,DB00683,0.2553
25437,DB00401,DB00690,0.2649
25438,DB00401,DB00695,0.2576
25439,DB00401,DB00697,0.1639
25440,DB00401,DB00700,0.2013
25441,DB00401,DB00708,0.2614
25442,DB00401,DB00710,0.0813
25443,DB00401,DB00712,0.32
25444,DB00401,DB00718,0.2515
25445,DB00401,DB00724,0.3492
25446,DB00401,DB00726,0.2899
25447,DB00401,DB00727,0.2105
25448,DB00401,DB00731,0.3453
25449,DB00401,DB00734,0.1975
25450,DB00401,DB00736,0.338
25451,DB00401,DB00737,0.242
25452,DB00401,DB00740,0.1724
25453,DB00401,DB00742,0.0381
25454,DB00401,DB00745,0.2791
25455,DB00401,DB00746,0.0989
25456,DB00401,DB00747,0.2754
25457,DB00401,DB00749,0.2687
25458,DB00401,DB00753,0.0404
25459,DB00401,DB00761,0.0
25460,DB00401,DB00763,0.1064
25461,DB00401,DB00776,0.2946
25462,DB00401,DB00780,0.2308
25463,DB00401,DB00784,0.352
25464,DB00401,DB00787,0.15
25465,DB00401,DB00794,0.3
25466,DB00401,DB00796,0.269
25467,DB00401,DB00798,0.1098
25468,DB00401,DB00799,0.2877
25469,DB00401,DB00802,0.275
25470,DB00401,DB00804,0.1304
25471,DB00401,DB00806,0.2171
25472,DB00401,DB00808,0.3121
25473,DB00401,DB00809,0.2667
25474,DB00401,DB00813,0.2432
25475,DB00401,DB00818,0.2936
25476,DB00401,DB00819,0.1468
25477,DB00401,DB00820,0.2642
25478,DB00401,DB00822,0.1197
25479,DB00401,DB00829,0.2727
25480,DB00401,DB00836,0.2326
25481,DB00401,DB00841,0.219
25482,DB00401,DB00842,0.303
25483,DB00401,DB00843,0.3077
25484,DB00401,DB00850,0.2078
25485,DB00401,DB00853,0.1593
25486,DB00401,DB00861,0.2419
25487,DB00401,DB00862,0.2588
25488,DB00401,DB00864,0.1826
25489,DB00401,DB00869,0.192
25490,DB00401,DB00877,0.2143
25491,DB00401,DB00879,0.1176
25492,DB00401,DB00880,0.1833
25493,DB00401,DB00884,0.1681
25494,DB00401,DB00887,0.3194
25495,DB00401,DB00889,0.2695
25496,DB00401,DB00897,0.2553
25497,DB00401,DB00903,0.272
25498,DB00401,DB00904,0.3188
25499,DB00401,DB00905,0.225
25500,DB00401,DB00909,0.2807
25501,DB00401,DB00910,0.1401
25502,DB00401,DB00915,0.0187
25503,DB00401,DB00916,0.2243
25504,DB00401,DB00918,0.2286
25505,DB00401,DB00920,0.259
25506,DB00401,DB00924,0.2647
25507,DB00401,DB00934,0.2774
25508,DB00401,DB00938,0.2099
25509,DB00401,DB00945,0.3636
25510,DB00401,DB00947,0.1376
25511,DB00401,DB00950,0.2444
25512,DB00401,DB00951,0.1942
25513,DB00401,DB00952,0.2571
25514,DB00401,DB00953,0.2105
25515,DB00401,DB00958,0.0748
25516,DB00401,DB00960,0.3016
25517,DB00401,DB00962,0.2571
25518,DB00401,DB00966,0.2567
25519,DB00401,DB00967,0.2
25520,DB00401,DB00969,0.3188
25521,DB00401,DB00970,0.1841
25522,DB00401,DB00972,0.2614
25523,DB00401,DB00973,0.2
25524,DB00401,DB00975,0.0782
25525,DB00401,DB00983,0.2621
25526,DB00401,DB00990,0.1765
25527,DB00401,DB00991,0.2734
25528,DB00401,DB00993,0.2481
25529,DB00401,DB00996,0.0741
25530,DB00401,DB00998,0.254
25531,DB00401,DB00999,0.1667
25532,DB00401,DB01001,0.2167
25533,DB00401,DB01003,0.3059
25534,DB00401,DB01004,0.16
25535,DB00401,DB01005,0.0698
25536,DB00401,DB01006,0.1583
25537,DB00401,DB01007,0.1986
25538,DB00401,DB01008,0.1441
25539,DB00401,DB01009,0.3438
25540,DB00401,DB01016,0.2738
25541,DB00401,DB01019,0.2157
25542,DB00401,DB01020,0.1261
25543,DB00401,DB01023,0.7183
25544,DB00401,DB01029,0.2367
25545,DB00401,DB01032,0.254
25546,DB00401,DB01033,0.1154
25547,DB00401,DB01035,0.2295
25548,DB00401,DB01039,0.3497
25549,DB00401,DB01041,0.3438
25550,DB00401,DB01042,0.2047
25551,DB00401,DB01043,0.0541
25552,DB00401,DB01044,0.2416
25553,DB00401,DB01045,0.2393
25554,DB00401,DB01048,0.1333
25555,DB00401,DB01050,0.3304
25556,DB00401,DB01059,0.2302
25557,DB00401,DB01062,0.2685
25558,DB00401,DB01067,0.2577
25559,DB00401,DB01068,0.365
25560,DB00401,DB01069,0.303
25561,DB00401,DB01072,0.2977
25562,DB00401,DB01077,0.06
25563,DB00401,DB01097,0.2362
25564,DB00401,DB01101,0.1958
25565,DB00401,DB01105,0.2698
25566,DB00401,DB01110,0.2055
25567,DB00401,DB01114,0.2481
25568,DB00401,DB01115,0.8873
25569,DB00401,DB01117,0.255
25570,DB00401,DB01118,0.2963
25571,DB00401,DB01124,0.2742
25572,DB00401,DB01126,0.2045
25573,DB00401,DB01127,0.1944
25574,DB00401,DB01128,0.2368
25575,DB00401,DB01129,0.3401
25576,DB00401,DB01132,0.2721
25577,DB00401,DB01136,0.2945
25578,DB00401,DB01140,0.3077
25579,DB00401,DB01143,0.0374
25580,DB00401,DB01149,0.2222
25581,DB00401,DB01151,0.2388
25582,DB00401,DB01156,0.3077
25583,DB00401,DB01162,0.2194
25584,DB00401,DB01165,0.2041
25585,DB00401,DB01173,0.303
25586,DB00401,DB01181,0.0351
25587,DB00401,DB01182,0.2857
25588,DB00401,DB01188,0.1538
25589,DB00401,DB01189,0.0404
